,Unnamed: 0,College,City,State,Course,Duration,Study mode,Approved intake,Course level,Course Fee,Approval,Eligiblity,Course_Detail
31,31,"Uttarakhand Technical University, Dehradun",Sudhowala,Uttarakhand,MBA Hospital Administration,2 years,Full time,,PG,,UGC,"Candidate who has appeared the final year of the qualifying examination with not less than 50% marks at pre graduating year, whose result is awaited, will be admitted provisionally by paying requisite fee for admission as per fee schedule. Such candidate should produce their result by a cutoff date indicated at the time of admission failing which their admission will be cancelled and will be refunded the fee paid during admission on the prorata basis only after the seat falling vacant will be filled by another eligible candidate.",Master of Business Administration in Hospital Administration is a two year full time course affiliated to Uttrakhand Technical University approved by University Grants Commission.
32,32,"University of Kashmir, Srinagar",Srinagar,Jammu and Kashmir,Master of Tourism and Hospitality Management,2 years,Full time,39.0,PG,0.17 lakhs,UGC,"The candidate must have passed three year
Graduation in Arts or Science or Commerce.",
33,33,"Swami Vivekanand Subharti University, Meerut",Meerut,Uttar Pradesh,BHM,3 years,Full time,,UG,6.43 lakhs,UGC,10+2,
34,34,"Swami Vivekanand Subharti University, Meerut",Meerut,Uttar Pradesh,MBA Hotel and Tourism Management,2 years,Full time,,PG,2.02 lakhs,UGC,Candidate must have passed 45% Marks In Graduation from recognized university,MBA Hotel and Tourism Management is full time two year post graduate degree course
35,35,"GNA University, Phagwara",Phagwara,Punjab,B.Sc Airlines Tourism and Hospitality,3 years,Full time,,UG,2.22 lakhs,UGC,The student should have passed 10+ 2 standards with 50% marks in aggregate.,"Bachelor of Science in Airlines Tourism and Hospitality is three years (6 Semester) full-time undergraduate program in science stream offered by GNA University, Phagwara with the approval of UGC."
36,36,"GNA University, Phagwara",Phagwara,Punjab,B.Sc Hotel Management,3 years,Full time,,UG,30.3 lakhs,UGC,The student should have passed 10+ 2 standard with 50% marks in aggregate.(45% for SC / ST / OBC).,"B.Sc Hotel Management is three years full-time course offered by GNA University, Phagwara and approved by UGC India."
37,37,"GNA University, Phagwara",Phagwara,Punjab,BHMCT,4 years,Full time,,UG,4.04 lakhs,UGC,The student should have passed 10+ 2 standards with 50% marks in aggregate.,"Bachelors in Hotel Management and Catering Technology is four years (8 Semesters) program offered by GNA University, Phagwara and approved by UGC."
38,38,"GNA University, Phagwara",Phagwara,Punjab,Diploma in Airlines and Hospitality,1 year,Full time,,Diploma,0.5 lakhs,,The candidate should have passed 12th Any Stream with 50% marks.,"Diploma in Airlines and Hospitality is one-year diploma program offered by GNA University, Phagwara."
39,39,"GNA University, Phagwara",Phagwara,Punjab,Diploma in Food Production,1 year,Full time,,Diploma,0.5 lakhs,,The candidate should have passed 12th Any Stream with 50% marks.,"Diploma in Food Production is one-year diploma program offered by GNA University, Phagwara."
40,40,"GNA University, Phagwara",Phagwara,Punjab,M.Sc Hotel Management,2 years,Full time,,PG,1.84 lakhs,UGC,The student should have passed Bachelor's Degree with 50% marks in aggregate. (45% for SC / ST / OBC).,"M.Sc Hotel Management and  is two years full-time programme offered by GNA University, Phagwara and approved by UGC"
41,41,"Institute of Hotel Management Catering Technology and Applied Nutrition, Hyderabad",Hyderabad,Telangana,Post Graduate Diploma in Accommodation Operations and Management,1.5 years,Full time,30.0,PG,0.27 lakhs,NCHMCT,Graduate Boys & Girls in any stream from a recognised university.Age: 25 years for General category & 28 years for SC/ST category.,<p>This is full time degree program.</p>
42,42,"North Eastern Hill University, Shillong",Shillong,Meghalaya,M.Tourism and Hotel Management,2 years,Full time,,PG,,UGC,"Candidates who have passed a 3-year Bachelor‟s degree (Pass or Honours) course in relevant subject shall ordinarily be considered for admission to the
Master‟s degree programme. However, subject to availability of seats, up to 10% of seats may be assigned to students from other disciplines.","Tourism has been a major social phenomenon for Indian civilization from time immemorial. It is motivated by the natural urge of every human being for new experiences, adventure, education and entertainment, including social, cultural and business interests. The word hospitality is used to describe a cluster of service sector activities associated with the provision of...See More"
43,43,"The Neotia University, Kolkata",Jhinga,West Bengal,Diploma in Hotel Operation,1 year,Full time,,Diploma,0.78 lakhs,,10th standard pass out ,Diploma in Hotel Operation is one year's (2 Semesters) diploma program.
44,44,"Assam Down Town University, Guwahati",Panikhaiti Gaon,Assam,BHM,3.5 years,Full time,,UG,,UGC,"The candidate should have passed in 10+2, 45 %, Any stream. (5% relaxation for SC/ST).",The Bachelor of Hotel management (BHM) is a three years full time degree programme spread over 6 semesters. This is a specialized management course focused on skilling the student in all aspects of Management of hotels and other enterprises related to hospitality industry. The course provides substantial practical skills related to different functions in a hotel and t...See More
45,45,"Assam Down Town University, Guwahati",Panikhaiti Gaon,Assam,Diploma in Hotel and Catering Management,3.5 years,Full time,,UG,,,To apply for diploma course a candidate must have passed Class 10th exam from a recognized board with minimum 40% marks.,"Diploma in Hotel and Catering Management is 3 years ( 6 semesters) program offered by Assam Down Town University, Guwahati"
46,46,"Institute of Management Study, Kolkata",Kolkata,West Bengal,BBA in Hospital Management,3 years,Full time,60.0,UG,1.85 lakhs,,10+2 or Equivalent with English.,"BBA in Hospital Management - BHM is a three-year (6 Semesters) full-time programme leading to a Bachelor of Business Administration in Hospital Management (BBA-HM) from the Maulana Abul Kalam Azad University of Technology, Kolkata"
0,0,"Amal College of Advanced Studies, Nilambur",Nilambur,Kerala,Bachelor of Tourism and Hotel Management,3 years,Full time,36.0,UG,,UGC,"Any Candidates who have passed the plus two of the Higher Secondary Board of Kerala or pre-degree of Calicut University or hat of any University of Board of Examination in any State recognized equivalent of the PULS TWO of Higher Secondary Board in Kerala with not less than 45% in aggregate and the candidates who have studies Tourism or Hotel Management at VHSE or +2 level will be given a weightage 25 marks per subject, subject to a maximum of 50.","This is a full time three year course affiliated to University of Calicut, Malappuram and approved by UGC."
1,1,"Khidmath Arts and Science College, Malappuram",Thirunavaya,Kerala,BTHM,3 years,Full time,30.0,UG,,UGC,The candidate should have passed in 10+2 relevant subject for any recognized board.,"Bachelor of Tourism and Hotel Management is a three year full time course affiliated to University of Calicut, Malappuram."
2,2,"Yuvakshetra Institute of Management Studies, Mundur",Mundur-II,Kerala,B.Sc Hotel Management and Culinary Arts,3 years,Full time,36.0,UG,,,A pass eligible for higher studies in Higher Secondary Examination from any stream or any other equivalent qualiÔcation with a minimum of 27 Grade Point Value (GPV) in 6 subjects. A concession of 3GPV will be given to OBC/OEC candidates. The SC/ST candidates need get only a pass eligible for Higher Studies.,"This is a full time three year course affiliated to University of Calicut, Malappuram."
3,3,"Sankar Institute of Science Technology and Management, Kollam",Chathannoor,Kerala,B.Sc Hotel Management and Catering Science,4 years,Full time,,UG,,,The candidate should have passed in 10+2 any stream,"B.Sc Hotel Management and Catering Science is a four year full time course affiliated by University of Kerala, Thiruvananthapuram"
4,4,"Lourdes Matha Institute of Hotel Management and Catering Technology, Thiruvananthapuram",Kuttichal,Kerala,HMCT,4 years,Full time,60.0,UG,2.93 lakhs,(AICTE) All India Council of Technical Education,"Students below 22 years of age, with a pass in Plus Two or equivalent with 45% aggregate marks are eligible for admission. SC/ST Candidates need 40% marks only. The candidate have to appear for an entrance test conducted by University of Kerala for getting admission to merit seats or by LMIHMCT for getting admission to management seats. The candidates qualifying the test will be called for a group discussion and a personal interview to assess the candidate’s communication skill, personality and the suitability for a managerial career","Hotel Management and Catering Technology is a four year full time course affiliated by University of Kerala, Thiruvananthapuram"
5,5,"NIIS Institute of Information Science and Management, Bhubaneswar",Madanpur,Odisha,MTA,2 years,Full time,60.0,PG,,,The candidate should have (10+2+3) Arts / Science / Commerce or equivalent .,"Master in Tourism Administration (MTA) is two-year duration full-time course affiliated to Utkal University, Bhubaneswar."
6,6,"Academy of Management Studies, Baripada",Baripada,Odisha,BHM,4 years,Full time,60.0,UG,8 lakhs,"Department of Culture, Govt. of Odisha",The Candidate should have passed 10+2 in relevant stream or equivalent from recognized board.,"Bachelor in Hotel Management (BHM) is four-year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar and Recognized by Department of Culture, Govt. of Odisha."
7,7,"Central Institute of Hotel Management and Catering, Bhubaneswar",Bhubaneswar,Odisha,BHM,4 years,Full time,,UG,,,The candidate should have passed 10+2 or Equivalent in any discipline.,"Bachelor In Hotel Management (BHM) is four-year duration full-time course affiliated to Utkal University of Culture, Bhubaneswar."
8,8,"Central Institute of Hotel Management and Catering, Bhubaneswar",Bhubaneswar,Odisha,Diploma in Hotel Management,3 years,Full time,,Diploma,,,The candidate should have passed 10th Pass or Equivalent.,Diploma in Hotel Management (DHM) is three-year duration full-time course.
